has_urgency,has_money,has_sensitive,has_off_platform,has_threat,has_legitimacy_marker,text_length,exclamation_count,question_count,uppercase_ratio,digit_ratio,char_entropy,avg_word_length,punctuation_density,urgency_density,money_density,sensitive_density,num_urls,url_density,ip_url,url_shortener,risky_tld,domain_spoof,verified_domain,detected_lang_int,has_urgency_ml,has_money_ml,has_sensitive_ml,has_off_platform_ml,has_threat_ml,script_mismatch,char_ngram_scam_score,label
0,0,0,0,0,0,92,0,0,0.0,0.07608695652173914,4.5325,5.5833,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,0,0,0,0,94,0,0,0.0,0.0,5.1059,6.1538,0.0,0.0,0.0,0.0,1,0.1,0,1,0,0,0,4.0,1.0,0.0,1.0,0.0,0.0,0.1875,0.0,1
0,0,0,0,0,0,91,0,0,0.07692307692307693,0.0,4.9851,5.3571,0.0,0.0,0.0,0.0,1,0.09090909090909091,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,1
0,1,0,0,0,0,80,1,0,0.05,0.0625,5.0796,4.9167,0.0125,0.0,0.0952,0.0,1,0.1111111111111111,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.4576,0.0,1
0,1,0,0,0,0,98,2,0,0.0,0.07142857142857142,5.2689,6.0833,0.030612244897959183,0.0,0.0476,0.0,1,0.1,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.3425,0.0,1
0,0,0,0,0,0,70,0,0,0.0,0.0,4.5119,4.9167,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,28,0,0,0.0,0.0,3.8249,4.8,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,46,0,0,0.0,0.0,4.0964,3.6,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,78,0,0,0.0,0.038461538461538464,4.4891,5.5455,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,47,0,0,0.0,0.0,4.4145,6.8333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,1,0,0,0,105,0,0,0.02857142857142857,0.009523809523809525,4.4055,6.9231,0.0,0.0,0.0,0.0556,0,0.0,0,0,0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0333,0.0,1
0,0,0,0,0,0,87,0,0,0.034482758620689655,0.08045977011494253,5.0805,6.6,0.011494252873563218,0.0,0.0,0.0,1,0.1111111111111111,0,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.2121,0.0,0
0,0,0,0,0,0,64,0,0,0.0,0.03125,4.3132,6.375,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,0,0,67,1,0,0.05970149253731343,0.04477611940298507,4.8416,4.4545,0.014925373134328358,0.0,0.0476,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3673,0.0,1
0,0,1,0,0,0,63,0,0,0.07936507936507936,0.0,4.6349,5.1,0.0,0.0,0.0,0.0556,0,0.0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.1765,0.0,1
0,1,0,0,0,0,87,1,0,0.04597701149425287,0.05747126436781609,5.0379,6.0909,0.011494252873563218,0.0,0.0952,0.0,1,0.1111111111111111,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.4776,0.0,1
0,0,0,0,0,0,54,0,0,0.0,0.0,4.3192,5.75,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,49,0,0,0.08163265306122448,0.0,4.3948,4.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1026,0.0,1
0,1,0,0,0,0,80,1,0,0.05,0.0625,5.0796,4.9167,0.0125,0.0,0.0952,0.0,1,0.1111111111111111,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.4576,0.0,1
0,0,0,0,0,0,93,1,0,0.010752688172043012,0.06451612903225806,4.6422,5.3077,0.010752688172043012,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0435,0.0,1
0,0,0,0,0,0,72,0,0,0.041666666666666664,0.0,4.9826,3.8,0.0,0.0,0.0,0.0,1,0.09090909090909091,0,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.4737,0.0,1
0,0,0,0,0,0,29,0,0,0.0,0.0,3.7883,3.2857,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,76,0,0,0.0,0.10526315789473684,4.77,6.875,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,55,0,0,0.0,0.0,4.4553,5.875,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,45,0,0,0.0,0.0,4.1001,5.4286,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,91,0,0,0.07692307692307693,0.0,4.9851,5.3571,0.0,0.0,0.0,0.0,1,0.09090909090909091,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,1
0,0,0,0,0,0,62,0,0,0.0,0.03225806451612903,4.6262,5.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,1,0,0,75,1,0,0.02666666666666667,0.06666666666666667,4.7454,4.5833,0.013333333333333334,0.0,0.0476,0.0,1,0.09090909090909091,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091,0.0,1
0,0,0,0,0,0,73,0,0,0.0273972602739726,0.0273972602739726,5.1024,5.1818,0.0,0.0,0.0,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.4386,0.0,1
0,1,0,0,0,0,67,1,0,0.05970149253731343,0.04477611940298507,4.8416,4.4545,0.014925373134328358,0.0,0.0476,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3673,0.0,1
0,1,0,0,0,0,74,0,0,0.013513513513513514,0.05405405405405406,5.1078,5.0,0.0,0.0,0.0476,0.0,1,0.125,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,1
0,0,0,0,0,0,92,0,0,0.0,0.07608695652173914,4.8002,6.1818,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,0,0,0,0,33,1,1,0.0,0.0,4.0377,4.3333,0.06060606060606061,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,1,63,0,0,0.015873015873015872,0.015873015873015872,4.9754,4.6364,0.0,0.0,0.0,0.0,1,0.14285714285714285,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.451,0.0,1
0,0,0,0,0,0,54,0,0,0.0,0.0,4.275,6.5714,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,1,0,0,0,0,73,0,0,0.0136986301369863,0.0547945205479452,5.0957,4.5,0.0,0.0,0.0476,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,1
0,0,0,0,0,0,65,0,0,0.0,0.06153846153846154,4.6905,5.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,69,0,0,0.057971014492753624,0.0,5.0754,4.5833,0.0,0.0,0.0,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.3636,0.0,1
0,0,0,0,0,0,79,0,0,0.0,0.0759493670886076,4.814,5.3636,0.012658227848101266,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.1525,0.0,1
0,1,0,0,0,0,74,0,0,0.013513513513513514,0.05405405405405406,4.9745,4.5,0.0,0.0,0.0476,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,1
0,0,0,0,0,0,33,1,1,0.0,0.0,3.6314,3.5714,0.06060606060606061,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,45,0,0,0.0,0.0,4.3033,6.5,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,39,0,1,0.0,0.0,4.2311,5.5,0.02564102564102564,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,1,0,0,84,1,0,0.023809523809523808,0.19047619047619047,5.049,4.0833,0.011904761904761904,0.0,0.0,0.0,0,0.0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.1633,0.0,1
0,0,0,0,0,0,32,0,1,0.0,0.0,3.8356,3.0,0.03125,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,83,0,0,0.03614457831325301,0.08433734939759036,5.1529,4.6923,0.012048192771084338,0.0,0.0,0.0,1,0.08333333333333333,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2295,0.0,0
0,0,0,0,0,0,51,0,0,0.0,0.0,4.1203,4.2,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,0,0,98,2,0,0.0,0.07142857142857142,5.2689,6.0833,0.030612244897959183,0.0,0.0476,0.0,1,0.1,0,0,0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.3425,0.0,1
0,0,0,0,0,0,65,0,0,0.0,0.06153846153846154,4.6905,5.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,69,0,0,0.057971014492753624,0.0,5.0754,4.5833,0.0,0.0,0.0,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.3636,0.0,1
0,0,0,0,0,0,70,0,0,0.0,0.0,4.5119,4.9167,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,69,0,0,0.0,0.028985507246376812,4.6106,5.6,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,1,0,0,0,70,0,0,0.08571428571428572,0.0,4.5437,4.3077,0.0,0.0,0.0,0.0556,0,0.0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1071,0.0,1
0,0,0,0,0,0,107,0,0,0.0,0.009345794392523364,4.6406,4.25,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,0,0,63,0,0,0.047619047619047616,0.0,4.4892,7.8571,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0,0
0,0,1,0,0,0,70,0,0,0.08571428571428572,0.0,4.5437,4.3077,0.0,0.0,0.0,0.0556,0,0.0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.1071,0.0,1
0,0,0,0,0,0,72,0,0,0.0,0.027777777777777776,4.6179,4.8333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,1,0,0,0,103,0,0,0.02912621359223301,0.009708737864077669,4.4861,4.9412,0.0,0.0,0.0,0.0556,0,0.0,0,0,0,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0357,0.0,1
0,0,0,0,0,0,86,0,0,0.03488372093023256,0.08139534883720931,5.1672,5.8182,0.011627906976744186,0.0,0.0,0.0,1,0.1,0,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.0,0
0,0,0,0,0,0,68,0,0,0.0,0.0,4.2989,4.75,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,85,0,0,0.023529411764705882,0.12941176470588237,4.7016,5.8,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.2414,0.0,1
0,1,0,0,0,0,80,1,0,0.05,0.0625,5.0796,4.9167,0.0125,0.0,0.0952,0.0,1,0.1111111111111111,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.4576,0.0,1
0,0,0,0,0,0,51,0,0,0.058823529411764705,0.0,4.6965,6.1429,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.0,0
0,0,0,0,0,0,86,0,0,0.023255813953488372,0.12790697674418605,4.8397,6.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.2333,0.0,1
0,0,0,0,0,0,65,0,0,0.0,0.06153846153846154,4.6905,5.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,74,0,0,0.04054054054054054,0.0,4.9315,4.2143,0.0,0.0,0.0,0.0,1,0.1,0,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.4915,0.0,1
0,0,0,0,0,0,76,0,0,0.0,0.10526315789473684,4.77,6.875,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,51,0,0,0.058823529411764705,0.0,4.6965,6.1429,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.0,0
0,0,0,0,0,0,59,0,0,0.05084745762711865,0.0,4.5133,5.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0
0,0,0,0,0,0,55,0,0,0.0,0.0,4.4553,5.875,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,84,1,0,0.16666666666666666,0.0,5.0467,5.3077,0.011904761904761904,0.0,0.0,0.0,1,0.1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3913,0.0,1
0,0,0,0,0,0,69,0,0,0.0,0.028985507246376812,4.6106,5.6,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,84,0,0,0.03571428571428571,0.047619047619047616,4.8402,4.4286,0.023809523809523808,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2419,0.0,1
0,0,0,0,0,0,49,0,0,0.08163265306122448,0.0,4.4644,4.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.1026,0.0,1
0,1,0,0,0,0,69,1,0,0.15942028985507245,0.028985507246376812,4.6904,5.5,0.014492753623188406,0.0,0.0476,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.3273,0.0,1
0,0,0,0,0,0,84,0,0,0.03571428571428571,0.047619047619047616,4.8402,4.4286,0.023809523809523808,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2419,0.0,1
0,0,0,0,0,0,59,0,0,0.05084745762711865,0.0,4.5133,5.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0
0,0,0,0,0,0,35,0,0,0.0,0.05714285714285714,4.0931,4.3333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,78,0,0,0.038461538461538464,0.0641025641025641,4.9946,3.9286,0.0,0.0,0.0,0.0,1,0.08333333333333333,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3273,0.0,1
0,0,0,0,0,0,54,0,0,0.0,0.0,4.275,6.5714,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0,0,0,0,0,51,0,0,0.058823529411764705,0.0,4.6965,6.1429,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.0,0
0,0,0,0,0,0,47,0,0,0.0,0.0,4.4145,6.8333,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,75,0,0,0.0,0.09333333333333334,4.6452,4.6364,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0,0,0,0,0,0,107,0,0,0.0,0.009345794392523364,4.6406,4.25,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,0,0,60,0,0,0.1,0.05,4.3614,4.7778,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.1395,0.0,1
0,0,0,0,0,0,33,1,1,0.0,0.0,4.0377,4.3333,0.06060606060606061,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,55,0,0,0.0,0.0,4.4553,5.875,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,77,0,0,0.0,0.1038961038961039,4.5921,3.8571,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,0,0,69,1,0,0.15942028985507245,0.028985507246376812,4.8064,5.5,0.014492753623188406,0.0,0.0476,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.3273,0.0,1
0,1,0,0,0,0,75,0,0,0.013333333333333334,0.05333333333333334,5.0572,4.5833,0.0,0.0,0.0476,0.0,1,0.1111111111111111,0,0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,1
0,0,0,0,0,0,54,0,0,0.0,0.0,4.275,6.5714,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,0,0,0,0,0,64,0,0,0.0,0.03125,4.3132,6.375,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,0,0,77,1,0,0.05194805194805195,0.06493506493506493,5.0638,5.1818,0.012987012987012988,0.0,0.0952,0.0,1,0.1111111111111111,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.4386,0.0,1
0,0,0,0,0,0,87,0,0,0.034482758620689655,0.08045977011494253,5.0805,6.6,0.011494252873563218,0.0,0.0,0.0,1,0.1111111111111111,0,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.2121,0.0,0
0,1,0,0,0,0,74,0,0,0.013513513513513514,0.05405405405405406,4.9745,4.5,0.0,0.0,0.0476,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,1
0,0,0,0,0,0,60,0,0,0.1,0.05,4.3614,4.7778,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.1395,0.0,1
0,0,0,0,0,0,83,0,0,0.03614457831325301,0.08433734939759036,5.1529,4.6923,0.012048192771084338,0.0,0.0,0.0,1,0.08333333333333333,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2295,0.0,0
0,0,0,0,0,0,55,0,0,0.0,0.0,4.44,9.8,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,0,0,105,2,0,0.0,0.06666666666666667,5.1567,6.6667,0.02857142857142857,0.0,0.0476,0.0,1,0.1,0,0,0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.3125,0.0,1
0,1,0,0,0,0,74,0,0,0.013513513513513514,0.05405405405405406,5.1078,5.0,0.0,0.0,0.0476,0.0,1,0.125,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,1
0,0,0,0,0,0,51,0,0,0.0196078431372549,0.0196078431372549,4.3876,5.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0
0,0,0,0,0,0,84,0,0,0.023809523809523808,0.13095238095238096,4.8567,5.7,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2456,0.0,1
0,0,0,0,0,0,84,0,0,0.0,0.0,5.0287,5.3846,0.0,0.0,0.0,0.0,1,0.1,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.2143,0.0,1
0,0,0,0,0,0,84,0,0,0.0,0.09523809523809523,4.7098,6.8889,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,68,0,0,0.0,0.11764705882352941,4.731,5.1111,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,105,0,0,0.0,0.0,4.9573,4.0,0.0,0.0,0.0,0.0,1,0.05555555555555555,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.1786,0.0,1
0,0,0,0,0,0,82,0,0,0.036585365853658534,0.036585365853658534,5.2377,4.4286,0.012195121951219513,0.0,0.0,0.0,1,0.08333333333333333,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.4355,0.0,1
0,0,0,0,0,0,76,0,0,0.0,0.10526315789473684,4.77,6.875,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,86,0,0,0.023255813953488372,0.12790697674418605,4.8397,6.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.2333,0.0,1
0,0,0,0,0,0,47,0,0,0.06382978723404255,0.02127659574468085,4.3093,4.1111,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0811,0.0,0
0,0,0,0,0,0,73,0,0,0.0,0.0410958904109589,4.7659,5.7,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,54,0,0,0.0,0.0,4.275,6.5714,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0,1,0,0,0,0,74,0,0,0.013513513513513514,0.05405405405405406,4.9745,4.5,0.0,0.0,0.0476,0.0,1,0.1111111111111111,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,1
